BNBADA unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBAVAX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBBNB unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBBTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBDAI unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBDOT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBETH unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBLINK unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBLTC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBMATIC unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBSOL unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBTRX unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBUSDT unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBXLM unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume,BNBXRP unix,open,high,low,close,volume,close_time,quote_volume,count,tb_volume,tb_quote_volume
1681704000000,784.3137254902,777.6049766719,790.5138339921,786.1635220126,,1681718399999,,,,,1681704000000,16.8890390137,16.5098233449,16.9376693767,16.7364016736,,1681718399999,,,,,1681704000000,1,1,1,1,,1681718399999,,,,,1681704000000,0.0116310000,0.0116390000,0.0115060000,0.0115480000,7767.3850000000,1681718399999,89.9723827600,16597,3788.7960000000,43.8951054300,1681704000000,,,,,,1681718399999,,,,,1681704000000,51.8941359626,51.2820512821,51.9750519751,51.3874614594,,1681718399999,,,,,1681704000000,0.1663000000,0.1665000000,0.1645000000,0.1648000000,3557.8360000000,1681718399999,588.9374833000,2282,1085.4320000000,179.6899866000,1681704000000,42.4268137463,41.8060200669,42.5894378194,42.4989375266,,1681718399999,,,,,1681704000000,3.5310734463,3.4638032560,3.5373187124,3.4758428919,,1681718399999,,,,,1681704000000,296.9121140143,295.5956251847,299.3115833583,296.3841138115,,1681718399999,,,,,1681704000000,1161.8450098757,1154.7344110855,1190.9015124449,1187.7895236964,,1681718399999,,,,,1681704000000,5252.1008403361,5186.7219917012,5254.8607461902,5200.2080083203,,1681718399999,,,,,1681704000000,348.7000000000,348.9000000000,343.4000000000,344.7000000000,97674.8360000000,1681718399999,33846898.1651000008,48523,46496.5190000000,16112538.1100999992,1681704000000,3274.3942370661,3256.2683165093,3300.3300330033,3256.2683165093,,1681718399999,,,,,1681704000000,679.3478260870,670.2412868633,679.8096532971,671.5916722633,,1681718399999,,,,
1681718400000,786.1635220126,766.8711656442,786.1635220126,772.2007722008,,1681732799999,,,,,1681718400000,16.7448091092,16.6195778627,16.8833361472,16.7841557570,,1681732799999,,,,,1681718400000,1,1,1,1,,1681732799999,,,,,1681718400000,0.0115490000,0.0115660000,0.0114350000,0.0115590000,7737.9190000000,1681732799999,88.9862655400,13218,3980.7870000000,45.7574992800,1681718400000,,,,,,1681732799999,,,,,1681718400000,51.4138817481,50.9424350484,51.4933058702,51.0986203373,,1681732799999,,,,,1681718400000,0.1649000000,0.1650000000,0.1630000000,0.1646000000,2347.9320000000,1681732799999,385.2767332000,2098,1053.7770000000,172.9889788000,1681718400000,42.4808836024,42.3190859077,42.7899015832,42.7899015832,,1681732799999,,,,,1681718400000,3.4722222222,3.4506556246,3.4940600978,3.4770514604,,1681732799999,,,,,1681718400000,296.3841138115,292.1413964359,297.0002970003,293.3411557642,,1681732799999,,,,,1681718400000,1187.6484560570,1178.8282447247,1196.1722488038,1186.6619200190,,1681732799999,,,,,1681718400000,5200.2080083203,5133.4702258727,5202.9136316337,5162.6226122870,,1681732799999,,,,,1681718400000,344.7000000000,345.8000000000,339.1000000000,342.0000000000,105990.2380000000,1681732799999,36312619.4197999984,57539,50116.6450000000,17170720.4367000014,1681718400000,3262.6427406199,3247.8077297824,3270.1111837802,3256.2683165093,,1681732799999,,,,,1681718400000,672.4949562878,663.5700066357,673.4006734007,666.6666666667,,1681732799999,,,,
1681732800000,772.2007722008,767.4597083653,787.4015748031,780.0312012480,,1681747199999,,,,,1681732800000,16.7728950017,16.1004669135,16.7728950017,16.3478829492,,1681747199999,,,,,1681732800000,1,1,1,1,,1681747199999,,,,,1681732800000,0.0115600000,0.0116380000,0.0115270000,0.0115450000,9369.4010000000,1681747199999,108.5131332700,15406,4827.2400000000,55.9030637000,1681732800000,,,,,,1681747199999,,,,,1681732800000,51.1247443763,50.6329113924,51.3083632632,50.6842372022,,1681747199999,,,,,1681732800000,0.1647000000,0.1655000000,0.1633000000,0.1637000000,3157.9490000000,1681747199999,519.2496827000,2684,1338.3440000000,220.1574545000,1681732800000,42.8449014567,41.4078674948,42.8449014567,42.2654268808,,1681747199999,,,,,1681732800000,3.4770514604,3.4048348655,3.4879665155,3.4164673727,,1681747199999,,,,,1681732800000,293.4272300469,290.1915264074,293.5995302408,291.5451895044,,1681747199999,,,,,1681732800000,1186.8027533824,1160.0928074246,1203.9489525644,1196.1722488038,,1681747199999,,,,,1681732800000,5170.6308169597,5151.9835136528,5230.1255230126,5159.9587203302,,1681747199999,,,,,1681732800000,342.0000000000,343.0000000000,337.5000000000,338.9000000000,116151.9080000000,1681747199999,39582833.7058999985,64312,57857.3660000000,19719179.1394000016,1681732800000,3266.9062397909,3224.7662044502,3275.4667540124,3275.4667540124,,1681747199999,,,,,1681732800000,667.5567423231,662.2516556291,669.3440428380,667.5567423231,,1681747199999,,,,
1681747200000,780.0312012480,774.5933384973,781.8608287725,780.6401249024,,1681761599999,,,,,1681747200000,16.3371998040,16.2022034997,16.6085367879,16.5425971878,,1681761599999,,,,,1681747200000,1,1,1,1,,1681761599999,,,,,1681747200000,0.0115450000,0.0116000000,0.0115200000,0.0116000000,3983.5060000000,1681761599999,46.0227141000,7286,2245.8690000000,25.9522877800,1681747200000,,,,,,1681761599999,,,,,1681747200000,50.7356671740,50.5305709955,51.0204081633,51.0204081633,,1681761599999,,,,,1681747200000,0.1636000000,0.1645000000,0.1627000000,0.1644000000,2029.9630000000,1681761599999,331.8883364000,1790,1017.2970000000,166.4178634000,1681747200000,42.0521446594,41.4593698176,42.1052631579,41.5627597672,,1681761599999,,,,,1681747200000,3.4153005464,3.4153005464,3.4638032560,3.4602076125,,1681761599999,,,,,1681747200000,291.7152858810,291.7152858810,294.2907592702,293.7720329025,,1681761599999,,,,,1681747200000,1196.3153487259,1186.5211200759,1205.1096649795,1191.6110581506,,1681761599999,,,,,1681747200000,5159.9587203302,5144.0329218107,5216.4840897235,5200.2080083203,,1681761599999,,,,,1681747200000,338.8000000000,342.7000000000,338.2000000000,341.8000000000,46974.1880000000,1681761599999,15989045.0651999991,35873,24511.1100000000,8342368.2583999997,1681747200000,3277.6138970829,3264.7730982697,3284.0722495895,3284.0722495895,,1681761599999,,,,,1681747200000,667.5567423231,666.2225183211,671.5916722633,669.7923643670,,1681761599999,,,,
1681761600000,781.8608287725,781.2500000000,788.0220646178,783.6990595611,,1681775999999,,,,,1681761600000,16.5453342158,16.4717509471,16.6333998669,16.5700082850,,1681775999999,,,,,1681761600000,1,1,1,1,,1681775999999,,,,,1681761600000,0.0115990000,0.0116130000,0.0115230000,0.0115470000,3334.6380000000,1681775999999,38.5395548200,6630,1790.8370000000,20.6958219000,1681761600000,,,,,,1681775999999,,,,,1681761600000,51.0464522716,50.5305709955,51.2032770097,50.7872016252,,1681775999999,,,,,1681761600000,0.1645000000,0.1647000000,0.1634000000,0.1638000000,1049.4080000000,1681775999999,172.0630780000,1116,547.0190000000,89.6908269000,1681761600000,41.5800415800,41.1692054343,41.7536534447,41.5973377704,,1681775999999,,,,,1681761600000,3.4578146611,3.4399724802,3.4734282737,3.4399724802,,1681775999999,,,,,1681761600000,293.9447383892,293.8583602703,296.4719833976,294.9852507375,,1681775999999,,,,,1681761600000,1191.4690813773,1189.4849530153,1201.9230769231,1198.0352222355,,1681775999999,,,,,1681761600000,5200.2080083203,5159.9587203302,5211.0474205315,5173.3057423694,,1681775999999,,,,,1681761600000,341.9000000000,342.5000000000,339.4000000000,340.0000000000,34822.1310000000,1681775999999,11861575.2216999996,28990,19645.6470000000,6692041.7790999999,1681761600000,3277.6138970829,3257.3289902280,3286.2306933947,3269.0421706440,,1681775999999,,,,,1681761600000,670.2412868633,663.5700066357,670.6908115359,664.8936170213,,1681775999999,,,,
1681776000000,783.0853563038,781.8608287725,788.6435331230,782.4726134585,,1681790399999,,,,,1681776000000,16.5755014089,16.2786911932,16.6527893422,16.3078930202,,1681790399999,,,,,1681776000000,1,1,1,1,,1681790399999,,,,,1681776000000,0.0115470000,0.0115910000,0.0115000000,0.0115450000,4354.9980000000,1681790399999,50.2974196500,8978,2345.5780000000,27.0949152600,1681776000000,,,,,,1681790399999,,,,,1681776000000,50.7356671740,50.5816894284,51.2557662737,50.6585612969,,1681790399999,,,,,1681776000000,0.1638000000,0.1643000000,0.1632000000,0.1635000000,1764.6420000000,1681790399999,288.7178527000,1383,899.2040000000,147.1507542000,1681776000000,41.6146483562,41.6146483562,42.0698359276,42.0698359276,,1681790399999,,,,,1681776000000,3.4376074252,3.3255736615,3.4542314335,3.3411293017,,1681790399999,,,,,1681776000000,294.8982601003,293.4272300469,295.6830277942,293.8583602703,,1681790399999,,,,,1681776000000,1197.8917105894,1193.7447773666,1215.9533073930,1205.5455093430,,1681790399999,,,,,1681776000000,5167.9586563307,5133.4702258727,5170.6308169597,5151.9835136528,,1681790399999,,,,,1681776000000,340.0000000000,340.8000000000,337.0000000000,339.9000000000,68706.4220000000,1681790399999,23313283.8850999996,35475,33386.7530000000,11331728.5062000006,1681776000000,3267.9738562092,3255.2083333333,3269.0421706440,3258.3903551645,,1681790399999,,,,,1681776000000,664.8936170213,660.0660066007,666.2225183211,663.5700066357,,1681790399999,,,,
1681790400000,782.4726134585,777.0007770008,786.1635220126,778.8161993769,,1681804799999,,,,,1681790400000,16.3158753467,16.0410651267,16.4581961817,16.0590974787,,1681804799999,,,,,1681790400000,1,1,1,1,,1681804799999,,,,,1681790400000,0.0115460000,0.0116700000,0.0115300000,0.0115700000,9658.8350000000,1681804799999,112.1648371000,13511,4518.0480000000,52.4125502300,1681790400000,,,,,,1681804799999,,,,,1681790400000,50.6329113924,50.3271263211,50.8905852417,50.3778337531,,1681804799999,,,,,1681790400000,0.1635000000,0.1694000000,0.1632000000,0.1640000000,4496.0400000000,1681804799999,739.5416961000,3992,2526.4780000000,416.1341465000,1681790400000,42.1229991575,40.7830342577,42.1229991575,40.9332787556,,1681804799999,,,,,1681790400000,3.3366700033,3.3068783069,3.4059945504,3.3886818028,,1681804799999,,,,,1681790400000,293.8583602703,293.5133548576,295.8579881657,294.2041776993,,1681804799999,,,,,1681790400000,1205.4001928640,1181.7537225242,1208.8974854932,1186.9436201780,,1681804799999,,,,,1681790400000,5157.2975760701,5144.0329218107,5232.8623757195,5202.9136316337,,1681804799999,,,,,1681790400000,339.9000000000,345.9000000000,339.5000000000,344.4000000000,87109.2960000000,1681804799999,29950859.4853999987,44394,45125.2020000000,15512058.8662999999,1681790400000,3258.3903551645,3257.3289902280,3292.7230819888,3279.7638570023,,1681804799999,,,,,1681790400000,662.6905235255,660.5019815059,672.4949562878,667.1114076051,,1681804799999,,,,
1681804800000,779.4232268122,771.6049382716,780.6401249024,773.3952049497,,1681819199999,,,,,1681804800000,16.0565189467,16.0179400929,16.1629222563,16.1342368506,,1681819199999,,,,,1681804800000,1,1,1,1,,1681819199999,,,,,1681804800000,0.0115690000,0.0115930000,0.0113910000,0.0113940000,9393.5850000000,1681819199999,107.9608699200,14069,4910.6000000000,56.4501136500,1681804800000,,,,,,1681819199999,,,,,1681804800000,50.4286434695,49.4315373208,50.4286434695,49.8256103637,,1681819199999,,,,,1681804800000,0.1640000000,0.1644000000,0.1628000000,0.1634000000,2638.7010000000,1681819199999,431.1669251000,1886,1302.4760000000,212.8515980000,1681804800000,40.7996736026,39.4477317554,41.0846343468,39.5100750691,,1681819199999,,,,,1681804800000,3.3863867254,3.3366700033,3.3932813030,3.3602150538,,1681819199999,,,,,1681804800000,294.2907592702,291.4602156806,294.2907592702,293.0832356389,,1681819199999,,,,,1681804800000,1186.8027533824,1181.0558639424,1198.6096128491,1198.6096128491,,1681819199999,,,,,1681804800000,5208.3333333333,5165.2892561983,5213.7643378519,5189.4135962636,,1681819199999,,,,,1681804800000,344.5000000000,346.5000000000,342.8000000000,346.0000000000,70019.1310000000,1681819199999,24100540.4026000015,43393,34323.0080000000,11816675.4222999997,1681804800000,3279.7638570023,3260.5151613955,3281.9166393174,3272.2513089005,,1681819199999,,,,,1681804800000,668.4491978610,653.1678641411,669.7923643670,664.8936170213,,1681819199999,,,,
1681819200000,773.9938080495,770.4160246533,778.2101167315,775.7951900698,,1681833599999,,,,,1681819200000,16.1368404066,16.0359204618,16.2601626016,16.2074554295,,1681833599999,,,,,1681819200000,1,1,1,1,,1681833599999,,,,,1681819200000,0.0113930000,0.0113950000,0.0112580000,0.0113480000,11676.7890000000,1681833599999,132.4568702500,17904,5179.7240000000,58.8092719100,1681819200000,,,,,,1681833599999,,,,,1681819200000,49.7760079642,49.4315373208,49.9750124938,49.7512437811,,1681833599999,,,,,1681819200000,0.1634000000,0.1638000000,0.1624000000,0.1634000000,2738.9630000000,1681833599999,447.3478353000,2238,1216.1790000000,198.7803652000,1681819200000,39.5100750691,39.1542678152,40.0480576692,39.2156862745,,1681833599999,,,,,1681819200000,3.3568311514,3.3557046980,3.4048348655,3.3852403521,,1681833599999,,,,,1681819200000,293.0832356389,291.8004085206,294.7244326555,293.4272300469,,1681833599999,,,,,1681819200000,1198.6096128491,1197.6047904192,1212.8562765312,1211.0936175366,,1681833599999,,,,,1681819200000,5189.4135962636,5130.8363263212,5189.4135962636,5141.3881748072,,1681833599999,,,,,1681819200000,346.1000000000,346.7000000000,341.8000000000,342.6000000000,79937.4680000000,1681833599999,27486302.7976999991,57000,42560.9050000000,14635898.0966999996,1681819200000,3269.0421706440,3246.7532467532,3269.0421706440,3261.5786040444,,1681833599999,,,,,1681819200000,665.3359946773,656.1679790026,665.3359946773,658.3278472679,,1681833599999,,,,
1681833600000,775.7951900698,773.9938080495,781.2500000000,775.7951900698,,1681847999999,,,,,1681833600000,16.2127107652,16.1838485192,16.3212012404,16.3025758070,,1681847999999,,,,,1681833600000,1,1,1,1,,1681847999999,,,,,1681833600000,0.0113470000,0.0113590000,0.0112920000,0.0112940000,7724.2670000000,1681847999999,87.5087963100,14672,3033.5650000000,34.3750710800,1681833600000,,,,,,1681847999999,,,,,1681833600000,49.8007968127,49.4804552202,49.9500499500,49.7265042268,,1681847999999,,,,,1681833600000,0.1634000000,0.1645000000,0.1623000000,0.1640000000,3653.9270000000,1681847999999,598.7210659000,2628,2423.1070000000,397.2854966000,1681833600000,39.2772977219,38.9408099688,40.0480576692,39.9042298484,,1681847999999,,,,,1681833600000,3.3886818028,3.3715441672,3.4002040122,3.3863867254,,1681847999999,,,,,1681833600000,293.5133548576,292.9973630237,294.2907592702,293.5995302408,,1681847999999,,,,,1681833600000,1211.2403100775,1209.9213551119,1230.7692307692,1224.1400416208,,1681847999999,,,,,1681833600000,5141.3881748072,5122.9508196721,5154.6391752577,5146.6803911477,,1681847999999,,,,,1681833600000,342.6000000000,343.0000000000,340.2000000000,341.4000000000,55395.8750000000,1681847999999,18928527.5689000003,41510,29649.0230000000,10131990.1192000005,1681833600000,3262.6427406199,3258.3903551645,3282.9940906106,3282.9940906106,,1681847999999,,,,,1681833600000,657.8947368421,654.4502617801,660.5019815059,655.3079947575,,1681847999999,,,,
1681848000000,777.6049766719,772.2007722008,777.6049766719,773.3952049497,,1681862399999,,,,,1681848000000,16.2866449511,16.1394448031,16.3212012404,16.1759948237,,1681862399999,,,,,1681848000000,1,1,1,1,,1681862399999,,,,,1681848000000,0.0112950000,0.0113300000,0.0112620000,0.0112920000,4463.3310000000,1681862399999,50.3897397000,8259,2230.8760000000,25.1778911900,1681848000000,,,,,,1681862399999,,,,,1681848000000,49.8007968127,49.5049504950,49.8007968127,49.6031746032,,1681862399999,,,,,1681848000000,0.1640000000,0.1644000000,0.1628000000,0.1631000000,1658.7710000000,1681862399999,271.3351721000,1756,733.5800000000,120.0084876000,1681848000000,39.9840063974,39.6510705789,40.1445202730,39.9840063974,,1681862399999,,,,,1681848000000,3.3909799932,3.3602150538,3.3909799932,3.3670033670,,1681862399999,,,,,1681848000000,293.5995302408,292.6543751829,293.8583602703,292.6543751829,,1681862399999,,,,,1681848000000,1224.2899118511,1218.6205215696,1230.1636117604,1223.6906510034,,1681862399999,,,,,1681848000000,5146.6803911477,5130.8363263212,5162.6226122870,5136.1068310221,,1681862399999,,,,,1681848000000,341.4000000000,343.5000000000,340.7000000000,343.1000000000,30509.2450000000,1681862399999,10446326.9163000006,26636,15721.4860000000,5382828.3383999998,1681848000000,3277.6138970829,3236.2459546926,3290.5561039816,3236.2459546926,,1681862399999,,,,,1681848000000,654.8788474132,636.5372374284,656.1679790026,644.7453255964,,1681862399999,,,,
1681862400000,773.9938080495,773.9938080495,783.6990595611,781.2500000000,,1681876799999,,,,,1681862400000,16.1812297735,16.1629222563,16.3105529277,16.2022034997,,1681876799999,,,,,1681862400000,1,1,1,1,,1681876799999,,,,,1681862400000,0.0112910000,0.0113510000,0.0112840000,0.0113030000,4162.2010000000,1681876799999,47.0795309100,8220,2259.2330000000,25.5525630400,1681862400000,,,,,,1681876799999,,,,,1681862400000,49.6277915633,49.6277915633,50.0250125063,49.9001996008,,1681876799999,,,,,1681862400000,0.1631000000,0.1639000000,0.1628000000,0.1633000000,1302.6010000000,1681876799999,212.7877411000,1432,687.8180000000,112.4016212000,1681862400000,40.1123144805,39.9042298484,40.2738622634,39.9042298484,,1681876799999,,,,,1681862400000,3.3670033670,3.3670033670,3.3967391304,3.3898305085,,1681876799999,,,,,1681862400000,292.9115407147,290.6976744186,294.3773918163,291.7152858810,,1681876799999,,,,,1681862400000,1223.8404112104,1217.1372930867,1231.2238364935,1227.4456855284,,1681876799999,,,,,1681862400000,5141.3881748072,5086.4699898271,5151.9835136528,5099.4390617032,,1681876799999,,,,,1681862400000,343.1000000000,343.7000000000,341.0000000000,341.4000000000,38090.9990000000,1681876799999,13037384.3440000005,29203,19303.8110000000,6606865.1890000002,1681862400000,3234.1526520052,3234.1526520052,3272.2513089005,3252.0325203252,,1681876799999,,,,,1681862400000,644.3298969072,637.7551020408,652.7415143603,648.0881399870,,1681876799999,,,,
1681876800000,781.8608287725,772.2007722008,783.6990595611,776.3975155280,,1681891199999,,,,,1681876800000,16.2100826714,16.1394448031,16.2946064853,16.2601626016,,1681891199999,,,,,1681876800000,1,1,1,1,,1681891199999,,,,,1681876800000,0.0113030000,0.0113030000,0.0111590000,0.0112000000,7798.8350000000,1681891199999,87.6108797000,12806,4252.2190000000,47.7699581800,1681876800000,,,,,,1681891199999,,,,,1681876800000,49.8753117207,49.3339911199,49.8753117207,49.3339911199,,1681891199999,,,,,1681876800000,0.1632000000,0.1637000000,0.1619000000,0.1625000000,3079.7010000000,1681891199999,501.5596128000,2509,1562.9480000000,254.6221040000,1681876800000,39.9201596806,39.7614314115,40.1445202730,40.0320256205,,1681891199999,,,,,1681876800000,3.3875338753,3.3355570380,3.3909799932,3.3715441672,,1681891199999,,,,,1681876800000,291.4602156806,288.2675122514,291.6302128901,289.3518518519,,1681891199999,,,,,1681876800000,1227.5963663148,1220.7031250000,1238.5434728759,1234.4155042587,,1681891199999,,,,,1681876800000,5094.2435048395,5040.3225806452,5109.8620337251,5058.1689428427,,1681891199999,,,,,1681876800000,341.5000000000,341.5000000000,335.0000000000,336.8000000000,76792.6280000000,1681891199999,25983326.5962999985,49203,36803.4350000000,12453697.9885000009,1681876800000,3252.0325203252,3222.6877215598,3257.3289902280,3235.1989647363,,1681891199999,,,,,1681876800000,648.0881399870,640.6149903908,648.0881399870,646.4124111183,,1681891199999,,,,
1681891200000,776.3975155280,775.7951900698,802.5682182986,779.4232268122,,1681905599999,,,,,1681891200000,16.2628069605,16.2628069605,17.4064403829,16.6944908180,,1681905599999,,,,,1681891200000,1,1,1,1,,1681905599999,,,,,1681891200000,0.0112000000,0.0113360000,0.0110960000,0.0111530000,22953.7990000000,1681905599999,256.6014840800,37031,12790.9940000000,142.9047561100,1681891200000,,,,,,1681905599999,,,,,1681891200000,49.3339911199,49.3096646943,51.4668039115,50.5305709955,,1681905599999,,,,,1681891200000,0.1624000000,0.1663000000,0.1622000000,0.1649000000,11578.9910000000,1681905599999,1904.9815275000,8999,6745.3410000000,1109.7676017000,1681891200000,40.1284109149,40.1123144805,41.4765657404,40.5844155844,,1681905599999,,,,,1681891200000,3.3726812816,3.3467202142,3.4722222222,3.4246575342,,1681905599999,,,,,1681891200000,289.4356005789,287.6042565430,298.5965959988,293.5133548576,,1681905599999,,,,,1681891200000,1234.7203358439,1227.5963663148,1333.3333333333,1262.9451881788,,1681905599999,,,,,1681891200000,5053.0570995452,4952.9470034671,5063.2911392405,4972.6504226753,,1681905599999,,,,,1681891200000,336.9000000000,336.9000000000,325.0000000000,326.9000000000,222839.0340000000,1681905599999,73193123.5647000074,143973,107154.7720000000,35182184.0019999966,1681891200000,3240.4406999352,3238.3419689119,3423.4851078398,3304.6926635823,,1681905599999,,,,,1681891200000,645.1612903226,645.1612903226,688.2312456986,657.0302233903,,1681905599999,,,,
1681905600000,780.0312012480,773.9938080495,780.0312012480,777.0007770008,,1681919999999,,,,,1681905600000,16.6917042230,16.5755014089,16.7700821734,16.5920026547,,1681919999999,,,,,1681905600000,1,1,1,1,,1681919999999,,,,,1681905600000,0.0111530000,0.0112640000,0.0111320000,0.0111640000,7155.2160000000,1681919999999,79.9785113200,12929,3840.3040000000,42.9361657200,1681905600000,,,,,,1681919999999,,,,,1681905600000,50.5305709955,50.3524672709,50.6585612969,50.5050505051,,1681919999999,,,,,1681905600000,0.1649000000,0.1655000000,0.1644000000,0.1647000000,2962.0580000000,1681919999999,488.4269862000,2467,1484.5750000000,244.8574565000,1681905600000,40.4694455686,40.3225806452,41.3736036409,40.7331975560,,1681919999999,,,,,1681905600000,3.4223134839,3.4176349966,3.4831069314,3.4662045061,,1681919999999,,,,,1681905600000,293.6857562408,290.7822041291,295.0722927117,293.3411557642,,1681919999999,,,,,1681905600000,1262.7857052658,1250.3125781445,1272.4265173686,1254.5477355413,,1681919999999,,,,,1681905600000,4975.1243781095,4967.7098857427,5000.0000000000,4970.1789264414,,1681919999999,,,,,1681905600000,326.9000000000,330.1000000000,325.4000000000,326.7000000000,71010.6790000000,1681919999999,23262389.5454000011,53280,32425.8160000000,10621158.6696000006,1681905600000,3310.1621979477,3301.4196104325,3325.5736614566,3323.3632436025,,1681919999999,,,,,1681905600000,657.0302233903,654.8788474132,659.6306068602,657.8947368421,,1681919999999,,,,
1681920000000,777.0007770008,773.3952049497,781.8608287725,780.6401249024,,1681934399999,,,,,1681920000000,16.5864985901,16.5864985901,16.7672702884,16.7504187605,,1681934399999,,,,,1681920000000,1,1,1,1,,1681934399999,,,,,1681920000000,0.0111640000,0.0111990000,0.0111040000,0.0111260000,4169.0480000000,1681934399999,46.4586090800,9960,2027.5140000000,22.5961421700,1681920000000,,,,,,1681934399999,,,,,1681920000000,50.5050505051,50.4286434695,50.9424350484,50.8646998983,,1681934399999,,,,,1681920000000,0.1647000000,0.1654000000,0.1640000000,0.1642000000,3030.4800000000,1681934399999,499.4965262000,2488,1412.1280000000,232.7911083000,1681920000000,40.6669377796,40.5022276225,41.0677618070,40.7996736026,,1681934399999,,,,,1681920000000,3.4650034650,3.4638032560,3.5211267606,3.4879665155,,1681934399999,,,,,1681920000000,293.1691586045,293.0832356389,295.0722927117,293.9447383892,,1681934399999,,,,,1681920000000,1254.2330364982,1248.4394506866,1278.4454103810,1271.6174974568,,1681934399999,,,,,1681920000000,4970.1789264414,4938.2716049383,4987.5311720698,4938.2716049383,,1681934399999,,,,,1681920000000,326.7000000000,328.3000000000,324.6000000000,325.2000000000,54415.7300000000,1681934399999,17756384.1902000010,41057,28743.5090000000,9380570.4005999994,1681920000000,3318.9512114172,3289.4736842105,3331.1125916056,3289.4736842105,,1681934399999,,,,,1681920000000,657.4621959237,655.7377049180,662.6905235255,657.0302233903,,1681934399999,,,,
1681934400000,779.4232268122,773.3952049497,784.3137254902,774.5933384973,,1681948799999,,,,,1681934400000,16.7448091092,16.7112299465,17.2205958326,16.9865806013,,1681948799999,,,,,1681934400000,1,1,1,1,,1681948799999,,,,,1681934400000,0.0111270000,0.0112230000,0.0110780000,0.0111920000,7474.2020000000,1681948799999,83.3265976600,17427,4221.4740000000,47.0836206100,1681934400000,,,,,,1681948799999,,,,,1681934400000,50.8130081301,50.7614213198,51.2820512821,51.0464522716,,1681948799999,,,,,1681934400000,0.1642000000,0.1668000000,0.1640000000,0.1666000000,4156.9920000000,1681948799999,686.8797962000,3480,2218.1480000000,366.6064730000,1681934400000,40.9332787556,40.8163265306,41.8410041841,41.4250207125,,1681948799999,,,,,1681934400000,3.4843205575,3.4794711204,3.6697247706,3.5625222658,,1681948799999,,,,,1681934400000,293.8583602703,293.5133548576,302.0235578375,297.2651605232,,1681948799999,,,,,1681934400000,1271.6174974568,1260.7160867373,1291.1555842479,1270.0025400051,,1681948799999,,,,,1681934400000,4938.2716049383,4837.9293662313,4948.0455220188,4911.5913555992,,1681948799999,,,,,1681934400000,325.2000000000,326.0000000000,320.1000000000,322.4000000000,74295.0120000000,1681948799999,24008859.1165999994,60899,35464.1670000000,11463214.7161999997,1681934400000,3295.9789057350,3282.9940906106,3312.3550844651,3305.7851239669,,1681948799999,,,,,1681934400000,656.5988181221,653.1678641411,662.6905235255,655.7377049180,,1681948799999,,,,
1681948800000,773.9938080495,769.8229407236,779.4232268122,773.9938080495,,1681963199999,,,,,1681948800000,16.9894665308,16.9779286927,17.1291538198,17.0706725845,,1681963199999,,,,,1681948800000,1,1,1,1,,1681963199999,,,,,1681948800000,0.0111920000,0.0112590000,0.0111830000,0.0112300000,4793.1920000000,1681963199999,53.8208631200,10479,2292.4580000000,25.7423433500,1681948800000,,,,,,1681963199999,,,,,1681948800000,51.0986203373,50.6072874494,51.1770726714,50.6842372022,,1681963199999,,,,,1681948800000,0.1667000000,0.1674000000,0.1618000000,0.1663000000,3400.9160000000,1681963199999,564.9530050000,3244,1314.6540000000,219.1384694000,1681948800000,41.6319733555,41.0172272354,41.9111483655,41.4937759336,,1681963199999,,,,,1681948800000,3.5650623886,3.5599857601,3.6231884058,3.5790980673,,1681963199999,,,,,1681948800000,297.4419988102,297.0885323827,298.7750224081,297.4419988102,,1681963199999,,,,,1681948800000,1270.4865963664,1254.2330364982,1278.2819890068,1262.6262626263,,1681963199999,,,,,1681948800000,4914.0049140049,4899.5590396864,4938.2716049383,4914.0049140049,,1681963199999,,,,,1681948800000,322.5000000000,325.9000000000,321.0000000000,324.1000000000,60168.0100000000,1681963199999,19483174.1491999999,41557,28774.3370000000,9315020.1375999991,1681948800000,3301.4196104325,3297.0656116057,3325.5736614566,3311.2582781457,,1681963199999,,,,,1681948800000,655.3079947575,654.0222367560,660.9385327165,655.3079947575,,1681963199999,,,,
